Agreement Date,Institution Name,Plan Name,Availability of Credit Card Plan,Location,APR,Index,Variable Rate Index,Grace Period,Annual Fee,Late Fee,Telephone Number for Consumers
2005-01-31,"FIRST FINANCIAL BANK, NATIONAL ASSOCIATION",NAME OF CREDIT CARD PLAN: CLASSIC MA,Regional,R,10.5,V,Prime,25,0,,(800) 221-8890
2005-01-31,"PARK NATIONAL BANK, THE",NAME OF CREDIT CARD PLAN: CLASSIC VI,Single State,OH,18,F,,25,12,,(800) 762-2616
2005-01-31,FIRST-CITIZENS BANK & TRUST COMPANY,VISA GOLD,Regional,R,8,V,Prime,25,20,,(540) 561-4707
2005-01-31,ANB FINANCIAL NATIONAL ASSOCIATION,ESCAPES VISA CLASSIC,National,N,8.25,F,,28,0,,(888) 226-5262
2005-01-31,COMMUNITY FIRST BANK & TRUST,NAME OF CREDIT CARD PLAN: CLASSIC VI,Regional,R,13.25,V,Prime,25,0,,(800) 221-8890
2005-01-31,BANK OF THE SIERRA,VISA,Single State,CA,12.99,F,,25,0,,(559) 782-4450
2005-01-31,NORDSTROM FSB,VISA,National,N,9.15,V,Prime,25,0,,(800) 964-1800
2005-01-31,WEST SUBURBAN BANK,WEST SUBURBAN VISA - CLASSIC,Single State,IL,13.75,V,Prime,25,0,,(630) 652-2000
2005-01-31,PULASKI BANK AND TRUST COMPANY,VISA,National,N,5.5,F,,25,35,,(800) 217-7715
2005-01-31,"FIRSTMERIT BANK, N.A.",NAME OF CREDIT CARD PLAN: VISA CLASS,Regional,R,10.15,V,Prime,0,5,,(888) 554-4362
2005-01-31,"DOLLAR BANK, A FEDERAL SAVINGS BANK",NAME OF CREDIT CARD PLAN: DOLLAR BAN,Regional,R,12.9,V,Prime,25,0,,(800) 447-2823
2005-01-31,WORLD'S FOREMOST BANK,VISA,National,N,13.24,V,Prime,20,0,,(800) 850-8402
2005-01-31,FDS BANK,NAME OF CREDIT CARD PLAN: FDS BANK V,National,N,16.15,V,Prime,25,0,,(513) 573-2167
2005-01-31,COUNTY NATIONAL BANK,VISA,National,N,14.88,F,,15,15,,(800) 492-3221
2005-01-31,NATIONAL CITY BANK,NAME OF CREDIT CARD PLAN: NATIONAL C,Regional,R,9.74,V,Prime,23,0,,(800) 423-3883
2005-01-31,FIFTH THIRD BANK,NAME OF CREDIT CARD PLAN: PLATINUM M,Regional,R,9.24,V,Prime,25,0,,(800) 972-3030
2005-01-31,COMMERCE BANK & TRUST COMPANY,COMMERCE BANK VISA PLATINUM,Single State,MA,13.99,V,Other,25,0,,(800) 698-2265
2005-01-31,OAK HILL BANKS,NAME OF CREDIT CARD PLAN: VISA,Single State,OH,17.4,F,,25,0,,(740) 288-9908
2005-01-31,"STATE BANK AND TRUST COMPANY, THE",NAME OF CREDIT CARD PLAN: VISA,Regional,R,13,V,Prime,25,25,,(419) 783-8873
2005-01-31,"OHIO VALLEY BANK COMPANY, THE",NAME OF CREDIT CARD PLAN: VISA,Regional,R,12.25,F,,25,15,,(740) 441-9148
2005-01-31,KENTUCKY BANK,NAME OF CREDIT CARD PLAN: VISA,Single State,KY,13.15,V,Prime,25,0,,(859) 987-1795
2005-01-31,CENTRAL BANK & TRUST COMPANY,NAME OF CREDIT CARD PLAN: VISA,Single State,KY,18,F,,25,20,,(859) 253-6222
2005-01-31,BMW BANK OF NORTH AMERICA,VISA PLATINUM,National,N,11.49,V,Prime,22,0,,(888) 269-2273
2005-01-31,BANCORPSOUTH BANK,MASTERCARD,Regional,R,11.9,V,Prime,30,0,,(800) 844-2723
2005-01-31,GREENVILLE NATIONAL BANK,NAME OF CREDIT CARD PLAN: VISA CLASS,Single State,OH,17.99,F,,25,0,,(937) 548-1114
2005-01-31,CAPITAL ONE BANK,MASTERCARD,National,N,18.9,V,Prime,25,39,,(800) 955-7070
2005-01-31,COMPASS BANK,VISA,Regional,R,15.24,V,Other,25,0,,(800) 239-5175
2005-01-31,FIRST COMMAND BANK,VISA PLATINUM,National,N,6.5,F,,30,0,,(888) 763-7600
2005-01-31,IBERIABANK,VISA CLASSIC CARD,Single State,LA,10.99,F,,15,12,,(337) 359-1533
2005-01-31,"FIRST-KNOX NATIONAL BANK OF MOUNT VERNON, THE",NAME OF CREDIT CARD PLAN: VISA CLASS,Single State,OH,14.15,V,Prime,30,0,,(740) 399-5500
2005-01-31,"RICHLAND TRUST COMPANY, THE",NAME OF CREDIT CARD PLAN: VISA GOLD,Single State,OH,7.75,V,Prime,30,50,,(419) 525-8791
2005-01-31,"COMMERCE BANK, NATIONAL ASSOCIATION",COMMERCE BANK VISA GOLD,Regional,R,13.9,F,,25,0,,(800) 937-2000
2005-01-31,"INTRUST BANK, NATIONAL ASSOCIATION",VISA PLATINUM,National,N,11.15,V,Prime,25,0,,(800) 222-7458
2005-01-31,"BANK OF KENTUCKY, INCORPORATED, THE",NAME OF CREDIT CARD PLAN: VISA GOLD,Regional,R,10.25,V,Prime,25,0,,(859) 372-5170
2005-01-31,"TCM BANK, NATIONAL ASSOCIATION",VISA,National,N,12.9,V,Prime,25,0,,(800) 883-0131
2005-01-31,"CENTRAL TRUST BANK, THE",MASTERCARD/VISA,Regional,R,17.4,F,,25,0,,(573) 634-1148
2005-01-31,FIRST PENN BANK,VISA,National,N,11.9,V,Prime,25,0,,(866) 437-2265
2005-01-31,RBC CENTURA BANK,VISA GOLD.,Regional,R,11.74,V,Prime,25,0,,(888) 257-6837
2005-01-31,CALIFORNIA COMMERCE BANK,MASTERCARD PREMIUM,National,N,11.24,V,Prime,25,0,,(800) 222-1234
2005-01-31,FIRST NATIONAL BANK OF THE MID-CITIES,MASTER CARD REGULAR AND GOLD,National,N,13.92,F,,25,0,,(817) 283-4615
2005-01-31,"COMMERCE BANK, NATIONAL ASSOCIATION",SPECIAL CONNECTIONS - VISA & MASTERC,Regional,R,16.5,V,Prime,25,0,,(816) 234-2184
2005-01-31,CHEMUNG CANAL TRUST COMPANY,MASTERCARD,Single State,NY,9.4,V,Prime,25,25,,(607) 737-3760
2005-01-31,"CITIBANK, N.A.",MASTERCARD,National,N,9.49,V,Prime,25,0,,(800) 950-5114
2005-01-31,CROSS COUNTRY BANK,VISA,National,N,23.99,V,Prime,0,50,,(302) 326-4200
2005-01-31,PLAINS COMMERCE BANK,VISA/MASTERCARD,National,N,19.8,F,,25,39,,(605) 948-2344
2005-01-31,FIRST COMMERCIAL BANK,MASTER CARD AND VISA,Single State,AL,8.65,V,Prime,25,0,,(800) 543-8229
2005-01-31,"TOWN NORTH BANK, NATIONAL ASSOCIATION",PLATINUM MASTERCARD,National,N,7.24,V,Prime,25,0,,(800) 820-8417
2005-01-31,CITIZENS BANK OF MASSACHUSETTS,MASTERCARD,National,N,7.99,V,Prime,25,0,,(888) 426-1114
2005-01-31,BAR HARBOR BANK AND TRUST COMPANY,VISA CLASSIC CARD,Single State,ME,14.5,F,,25,0,,(888) 853-7100
2005-01-31,COMMUNITY NATIONAL BANK,VISA,Single State,VT,13.56,F,,25,0,,(802) 334-7915
2005-01-31,"BANKERS BANK, THE",PRIME ADVANTAGE,Regional,R,11.15,V,Prime,25,0,,(800) 854-7642
2005-01-31,"CHASE MANHATTAN BANK USA, NATIONAL ASSOCIATION",VISA,National,N,7.99,F,,20,0,,(800) 432-3117
2005-01-31,FIRST NATIONAL BANK OF OMAHA,VISA,National,N,7.99,V,Other,25,0,,(402) 696-6014
2005-01-31,FIRST NATIONAL BANK OF MARIN,VISA,National,N,19.8,F,,25,72,,(800) 796-7980
2005-01-31,CITIZENS BANK OF PENNSYLVANIA,MASTERCARD,National,N,7.99,V,Prime,25,0,,(800) 747-8155
2005-01-31,"FIRST NATIONAL BANK OF FAIRFIELD, THE",VISA,Single State,MT,15.6,F,,25,0,,(406) 467-2531
2005-01-31,FIRST INTERSTATE BANK,VISA,Regional,R,16,V,Prime,25,0,,(406) 255-5434
2005-01-31,WILMINGTON TRUST COMPANY,MASTERCARD,National,N,14,V,Six-month T-bill,25,18,,(302) 652-2378
2005-01-31,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHARLESTON,VISA,National,N,8.9,V,Prime,25,0,,(800) 768-3248
2005-01-31,YORK STATE BANK AND TRUST COMPANY,VISA,National,N,13.99,F,,25,0,,(402) 362-4411
2005-01-31,"WILMINGTON SAVINGS FUND SOCIETY, FSB",MASTERCARD,National,N,14.9,V,Prime,25,20,,(302) 792-6000
2005-01-31,FIRST COUNTY BANK,VISA,Single State,CT,10.9,V,Prime,25,25,,(203) 462-4200
2005-01-31,FIRST HAWAIIAN BANK,MASTERCARD STANDARD,Single State,HI,16.5,F,,25,15,,(800) 342-2778
2005-01-31,CITIZENS AND NORTHERN BANK,VISA,Regional,R,11.65,V,Prime,25,0,,(800) 676-6639
2005-01-31,ZIONS FIRST NATIONAL BANK,VISA CLASSIC,Regional,R,14.25,V,Prime,25,0,,(888) 758-5349
2005-01-31,UNION STATE BANK,VISA GOLD,Single State,NY,12.15,V,Prime,25,0,,(800) 887-8775
2005-01-31,DELAWARE NATIONAL BANK,VISA,Regional,R,12,V,Prime,25,0,,(800) 833-9295
2005-01-31,CITIZENS BANK OF RHODE ISLAND,MASTERCARD,National,N,7.99,V,Prime,25,0,,(888) 426-1114
2005-01-31,WAYNE BANK AND TRUST CO.,VISA CLASSIC,National,N,14.76,F,,25,0,,(765) 935-5222
2005-01-31,TEXAS BANK AND TRUST COMPANY,VISA CLASSIC,Single State,TX,13.92,F,,25,0,,(903) 237-5680
2005-01-31,VALLEY NATIONAL BANK,MASTERCARD,Single State,NJ,16.8,F,,25,0,,(800) 522-4100
2005-01-31,COPPERMARK BANK,MASTERCARD,Regional,R,12.65,V,Prime,25,15,,(405) 440-2100
2005-01-31,S & T BANK,NAME OF CREDIT CARD PLAN: VISA CLASS,Single State,PA,8.5,V,Prime,25,15,,(800) 325-2265
2005-01-31,"SUNFLOWER BANK, NATIONAL ASSOCIATION",VISA CLASSIC,National,N,18,F,,25,0,,(785) 827-5564
2005-01-31,SOLVAY BANK,VISA CLASSIC,Single State,NY,14.88,F,,25,0,,(315) 468-1661
2005-01-31,"FRANKLIN TEMPLETON BANK & TRUST, F.S.B.",PLATINUM MASTERCARD,National,N,12.74,V,Prime,25,0,,(800) 238-2761
2005-01-31,SECURITY BANK,VISA CLASSIC,National,N,16.9,F,,25,0,,(605) 339-7640
2005-01-31,"DIRECT MERCHANTS CREDIT CARD BANK, NATIONAL ASSOCIATION",MASTERCARD,National,N,19.24,V,Prime,25,0,,(800) 379-7999
2005-01-31,USAA SAVINGS BANK,MASTERCARD,National,N,7,V,Prime,25,0,,(800) 922-9092
2005-01-31,PENN SECURITY BANK AND TRUST COMPANY,MASTERCARD,National,N,14.8,F,,25,0,,(800) 327-0394
2005-01-31,PLAINSCAPITAL BANK,VISA CLASSIC,National,N,13.92,F,,25,0,,(806) 791-7265
2005-01-31,"EXCHANGE NATIONAL BANK OF JEFFERSON CITY, THE",MASTERCARD,Single State,MO,16.92,F,,25,0,,(800) 761-8362
2005-01-31,NATIONAL GRAND BANK OF MARBLEHEAD,MASTERCARD,Single State,MA,16.5,F,,25,0,,(781) 631-6000
2005-01-31,FARM BUREAU BANK FSB,MASTERCARD,National,N,10.74,V,Prime,20,0,,(800) 492-3276
2005-01-31,FIRST NATIONAL BANK & TRUST,MASTERCARD,Single State,FL,14.9,F,,30,20,,(850) 796-2020
2005-01-31,PINNACLE BANK,VISA CLASSIC,Regional,R,15.96,V,Other,25,0,,(402) 339-3244
2005-01-31,"HOUSEHOLD BANK (SB), NATIONAL ASSOCIATION",MASTERCARD,National,N,15.49,V,Prime,25,0,,(800) 477-6000
2005-01-31,"MBNA AMERICA BANK, NATIONAL ASSOCIATION",MASTERCARD,National,N,9.9,F,,25,0,,(800) 421-2110
2005-01-31,PEOPLES FIRST COMMUNITY BANK,VISA CLASSIC,Single State,FL,14.9,F,,25,0,,(800) 624-9699
2005-01-31,"HSBC BANK USA, NATIONAL ASSOCIATION",MASTERCARD,National,N,11.24,V,Prime,25,0,,(800) 975-4722
2005-01-31,RAINIER PACIFIC SAVINGS BANK,VISA GOLD,National,N,10,V,Prime,25,0,,(800) 228-2858
2005-01-31,PLANTERS BANK & TRUST COMPANY,VISA GOLD,Single State,MS,8.4,V,Prime,25,12,,(662) 887-3363
2005-01-31,MERRICK BANK CORPORATION,VISA CLASSIC,National,N,21.7,V,Prime,25,36,,(877) 727-6885
2005-01-31,TIB THE INDEPENDENT BANKERSBANK,VISA AND MASTERCARD,National,N,13.15,V,Prime,25,0,,(800) 367-7576
2005-01-31,FIRST STATE BANK,MASTERCARD CLASSIC,Single State,NM,15.24,F,,25,0,,(800) 423-7503
2005-01-31,SECURITY NATIONAL BANK AND TRUST COMPANY,NAME OF THE CREDIT CARD PLAN: VISA,Single State,OH,16.9,F,,25,0,,(937) 324-6828
2005-01-31,FIRST SECURITY BANK,VISA,Single State,AR,8.99,F,,25,0,,(479) 527-7078
2005-01-31,"BANK, THE",VISA,Single State,NJ,12,V,Prime,25,0,,(800) 833-9295
2005-01-31,HEARTLAND BANK,NAME OF THE CREDIT CARD PLAN: MASTER,Single State,OH,12.65,V,Prime,25,18,,(800) 876-9119
2005-01-31,INTERNATIONAL BANK OF COMMERCE,VISA,National,N,12.24,V,Prime,22,0,,(800) 347-2548
2005-01-31,M&I BANK FSB,VISA CLASSIC,Regional,R,13.15,V,Prime,25,15,,(800) 221-5920
2005-01-31,HILLS BANK AND TRUST COMPANY,VISA CLASSIC,Single State,IA,10.32,V,Prime,25,18,,(800) 445-5725
2005-01-31,"HARLEYSVILLE NATIONAL BANK AND TRUST COMPANY, THE",VISA CLASSIC,Single State,PA,13.08,F,,25,15,,(888) 462-2100
2005-01-31,GARDINER SAVINGS INSTITUTION FEDERAL SAVING BANK,VISA CLASSIC,Single State,ME,16.5,F,,25,0,,(207) 582-5550
2005-01-31,"FIRST FINANCIAL BANK, NATIONAL ASSOCIATION",VISA CLASSIC,Regional,R,14.9,F,,25,15,,(812) 238-6776
2005-01-31,"CITY NATIONAL BANK OF TAYLOR, THE",VISA AND MASTERCARD,Single State,TX,13.92,F,,25,0,,(512) 671-2221
2005-01-31,FIRST BANK & TRUST EAST TEXAS,VISA CLASSIC,Single State,TX,13.92,F,,25,0,,(888) 608-7787
2005-01-31,"FIRST AMERICAN BANK, SSB",VISA CLASSIC,Single State,TX,16.92,F,,25,0,,(866) 537-0550
2005-01-31,FARMERS BANK & CAPITAL TRUST COMPANY,VISA CLASSIC,National,N,16.9,F,,25,0,,(502) 227-1622
2005-01-31,EAST PENN BANK,VISA CLASSIC,National,N,11.65,V,Prime,25,0,,(610) 965-5959
2005-01-31,COMMERCE BANK AND TRUST,VISA CLASSIC,Single State,KS,14.13,V,Prime,25,0,,(785) 267-8435
2005-01-31,JUNIPER BANK,AIR TRAN VISA SIGNATURE,National,N,15.49,V,Prime,20,39,,(866) 802-6562
2005-01-31,"INFIBANK, N.A.",VISA,National,N,9.27,V,Other,25,0,,(877) 875-8078
2005-01-31,COLUMBUS BANK AND TRUST COMPANY,VISA CLASSIC,National,N,13.15,V,Prime,25,0,,(800) 543-8227
2005-01-31,NEW MILLENNIUM BANK,VISA SECURED CREDIT CARD,National,N,19.5,F,,0,59,,(732) 729-4395
2005-01-31,TEXASBANK,VISA,Single State,TX,13.44,F,,25,0,,(817) 560-6492
2005-01-31,BANGOR SAVINGS BANK,VISA CLASSIC,National,N,13.15,V,Prime,25,0,,(800) 432-1591
2005-01-31,ATLANTIC STEWARDSHIP BANK,VISA CLASSIC,Single State,NJ,8.99,V,Prime,25,15,,(201) 444-7100
2005-01-31,U.S. BANK NATIONAL ASSOCIATION ND,VISA,Regional,R,13.49,V,Prime,25,40,,(800) 285-8585
2005-01-31,"ADIRONDACK TRUST COMPANY, THE",VISA,Single State,NY,15,F,,25,15,,(518) 584-5844
2005-01-31,5STAR BANK (A COLORADO INDUSTRIAL BANK),5 STAR VISA PLATINUM,National,N,12.5,V,Prime,25,0,,(703) 549-4455
2005-01-31,"FLEET BANK (RI), NATIONAL ASSOCIATION",BANK OF AMERICA VISA PLATINUM,National,N,6.99,V,Prime,20,0,,(800) 732-9194
2005-01-31,"WALLIS STATE BANK, THE",VISA,Single State,TX,14.92,F,,25,0,,(979) 478-6151
2005-01-31,"BANKERS' BANK OF KANSAS, NATIONAL ASSOCIATION",VISA,Single State,KS,13.67,V,Prime,25,0,,(316) 681-2265
2005-01-31,APPALACHIAN COMMUNITY BANK,VISA CLASSIC,National,N,11.88,F,,25,12,,(706) 276-8000
2005-01-31,"UNIVERSAL SAVINGS BANK, FEDERAL ASSOCIATION",UPFRONT REWARDS VISA PLATINUM,National,N,9.99,V,Prime,25,0,,(888) 214-1427
2005-01-31,SIMMONS FIRST NATIONAL BANK OF PINE BLUFF,VISA,National,N,8.95,F,,25,35,,(800) 636-5151
2005-01-31,STEUBEN TRUST COMPANY,MASTERCARD GOLD,Regional,R,11.95,F,,25,20,,(607) 324-5010
2005-01-31,"UNITED BANK, INC.",VISA.,Regional,R,11.25,V,Prime,25,0,,(800) 242-7600
2005-01-31,COMMUNITY FIRST BANK,MASTERCARD CLASSIC,Single State,AR,9.75,F,,25,50,,(870) 391-8059
2005-01-31,HUNTINGTON STATE BANK,VISA,Single State,TX,13.92,F,,25,0,,(936) 639-5566
2005-01-31,AMSOUTH BANK,VISA,Regional,R,13.9,V,Prime,26,0,,(800) 231-7493
2005-01-31,"WELLS FARGO BANK, NATIONAL ASSOCIATION",VISA,National,N,11.15,V,Prime,25,0,,(800) 642-4720
2005-01-31,"BANK OF AMERICA, NATIONAL ASSOCIATION (USA)",VISA PLATINUM,National,N,7.24,V,Prime,20,0,,(800) 732-9194
2005-01-31,AMALGAMATED BANK OF CHICAGO,AMALGAMATED BANK - MASTERCARD,National,N,9.25,V,Prime,25,0,,(800) 365-6464
2005-01-31,"AMERICAN SAVINGS BANK, F.S.B.",CLASSIC VISA,Single State,HI,16.25,F,,25,24,,(800) 272-2566
2005-01-31,"STATE BANK & TRUST OF SEGUIN, TEXAS",VISA,Single State,TX,12,V,Prime,25,25,,(830) 379-5236
2005-01-31,WELLS FARGO FINANCIAL BANK,VISA,Regional,R,13.9,F,,25,20,,(605) 336-3933
2005-01-31,ARVEST BANK,VISA,Regional,R,16.9,V,Prime,25,0,,(800) 356-8085
2005-01-31,TRUSTMARK NATIONAL BANK,TRUSTMARK NATIONAL BANK,Regional,R,15.9,F,,30,0,,(601) 208-7685
2004-07-31,FIRST NATIONAL BANK OF THE MID-CITIES,"MASTERCARD, MASTERCARD GOLD",National,N,13.92,F,,25,0,,(817) 283-4615
2004-07-31,UNION STATE BANK,VISA GOLD,Single State,NY,11.15,V,Prime,25,0,,(800) 887-8775
2004-07-31,CITIZENS BANK OF PENNSYLVANIA,MASTERCARD,National,N,7.99,V,Prime,25,0,,(888) 426-1114
2004-07-31,FDS BANK,FDS BANK VISA,National,N,14.9,V,Prime,25,0,,(513) 573-2167
2004-07-31,5STAR BANK (A COLORADO INDUSTRIAL BANK),5STAR VISA PLATINUM,National,N,12.5,V,Prime,25,0,,(703) 706-5952
2004-07-31,"FLEET BANK (RI), NATIONAL ASSOCIATION",FLEET VISA,National,N,9.54,V,Other,20,0,,(800) 225-5353
2004-07-31,CITIZENS BANK OF MASSACHUSETTS,MASTERCARD,National,N,7.99,V,Prime,25,0,,(888) 426-1114
2004-07-31,BMW BANK OF NORTH AMERICA,VISA PLATINUM,National,N,10.24,V,Prime,22,0,,(888) 269-2273
2004-07-31,"INTRUST BANK, NATIONAL ASSOCIATION",VISA PLATINUM,National,N,10.9,V,Prime,25,0,,(800) 222-7458
2004-07-31,"TCM BANK, NATIONAL ASSOCIATION",VISA PLATINUM,National,N,12.9,V,Prime,25,0,,(800) 883-0131
2004-07-31,FARM BUREAU BANK FSB,VISA,National,N,8.24,V,Prime,22,0,,(800) 492-3276
2004-07-31,"CITIBANK, N.A.",MASTERCARD,National,N,10.24,V,Prime,20,0,,(800) 950-5114
2004-07-31,CHEMUNG CANAL TRUST COMPANY,MASTERCARD,Single State,NY,9.4,V,Prime,25,0,,(607) 737-3761
2004-07-31,"CHASE MANHATTAN BANK USA, NATIONAL ASSOCIATION",MASTERCARD,National,N,6.99,V,Prime,20,0,,(800) 242-7324
2004-07-31,LIBERTY BANK,LIBERTY BANK PLATINUM VISA/MASTRERCA,Single State,CT,9.9,F,,25,0,,(888) 570-0773
2004-07-31,CAPITAL ONE BANK,MASTERCARD,National,N,12.9,V,Prime,25,59,,(800) 955-7070
2004-07-31,CAMBRIDGE TRUST COMPANY,MASTERCARD,National,N,16.45,F,,25,0,,(617) 441-1475
2004-07-31,SECURITY NATIONAL BANK AND TRUST COMPANY,VISA,Single State,OH,16.9,F,,6,0,,(937) 324-6828
2004-07-31,BANCORPSOUTH BANK,MASTERCARD,Regional,R,11.9,V,Prime,30,0,,(800) 844-2723
2004-07-31,AMERICREST BANK,MASTERCARD,Regional,R,12.65,V,Prime,25,15,,(405) 593-1557
2004-07-31,SIMMONS FIRST NATIONAL BANK OF PINE BLUFF,VISA,National,N,8.95,F,,25,35,,(800) 636-5151
2004-07-31,"STATE BANK & TRUST OF SEGUIN, TEXAS",VISA,Single State,TX,11,V,Prime,25,25,,(830) 379-5236
2004-07-31,"DOLLAR BANK, A FEDERAL SAVINGS BANK",VISA,Regional,R,12.9,V,Prime,25,0,,(412) 261-8854
2004-07-31,TEXAS BANK AND TRUST COMPANY,VISA,Single State,TX,13.92,F,,25,0,,(903) 237-5680
2004-07-31,TEXASBANK,VISA,Single State,TX,13.44,F,,25,0,,(817) 560-6491
2004-07-31,TRUSTMARK NATIONAL BANK,VISA,Regional,R,13.9,F,,30,0,,(601) 208-4900
2004-07-31,AMSOUTH BANK,VISA,Regional,R,13.9,V,Prime,26,0,,(800) 231-7493
2004-07-31,DELAWARE NATIONAL BANK,VISA,Regional,R,10.9,V,Prime,25,0,,(800) 833-9295
2004-07-31,COUNTY NATIONAL BANK,VISA,National,N,14.88,F,,15,15,,(800) 492-3221
2004-07-31,"ADIRONDACK TRUST COMPANY, THE",VISA,Single State,NY,15,F,,25,15,,(518) 584-5844
2004-07-31,FIRST PENN BANK,VISA,National,N,11.9,V,Prime,25,0,,(866) 437-2265
2004-07-31,COMPASS BANK,VISA,Regional,R,14.24,V,Other,25,0,,(800) 239-5175
2004-07-31,COMMUNITY NATIONAL BANK,VISA,Single State,VT,13.56,F,,25,0,,(802) 334-7915
2004-07-31,COMMUNITY BANKS,VISA,Regional,R,15,F,,25,8,,(866) 255-2580
2004-07-31,CITIZENS AND NORTHERN BANK,VISA,Regional,R,10.65,V,Prime,25,0,,(800) 676-6639
2004-07-31,FIRSTBANK OF COLORADO,VISA,Regional,R,10.9,V,Prime,25,0,,(800) 964-3444
2004-07-31,FIRST NATIONAL BANK OF OMAHA,VISA,National,N,7.99,V,Other,25,0,,(800) 688-7070
2004-07-31,CENTRAL BANK & TRUST COMPANY,VISA,Single State,KY,18,F,,25,20,,(859) 253-6222
2004-07-31,FIRST NATIONAL BANK OF MARIN,VISA,National,N,19.8,F,,25,72,,(800) 796-7980
2004-07-31,"FIRST NATIONAL BANK OF FAIRFIELD, THE",VISA,Single State,MT,15.6,F,,25,0,,(406) 467-2531
2004-07-31,FIRST INTERSTATE BANK,VISA,Regional,R,15,V,Prime,25,0,,(406) 255-5416
2004-07-31,BRANCH BANKING AND TRUST COMPANY,VISA,Regional,R,8.15,V,Prime,25,0,,(800) 476-4228
2004-07-31,HUNTINGTON STATE BANK,VISA,Single State,TX,13.92,F,,25,0,,(936) 639-5566
2004-07-31,"INFIBANK, N.A.",VISA,National,N,8.49,V,Other,25,0,,(877) 875-8078
2004-07-31,BAR HARBOR BANK AND TRUST COMPANY,VISA,Single State,ME,14.5,F,,25,0,,(888) 853-7100
2004-07-31,"BANK, THE",VISA,Regional,R,10.9,V,Prime,25,0,,(800) 833-9295
2004-07-31,BANK OF THE SIERRA,VISA,Single State,CA,12.99,F,,25,0,,(559) 782-4450
2004-07-31,INTERNATIONAL BANK OF COMMERCE,VISA,National,N,11.24,V,Prime,22,0,,(800) 347-2548
2004-07-31,"TOWN NORTH BANK, NATIONAL ASSOCIATION",PLATINUM MASTERCARD,National,N,6.49,V,Other,25,0,,(800) 820-8417
2004-07-31,"BANK OF CASTILE, THE",VISA,Single State,NY,16.32,F,,25,15,,(585) 237-5690
2004-07-31,ARVEST BANK,VISA,Regional,R,16.9,V,Prime,25,0,,(800) 356-8085
2004-07-31,KENTUCKY BANK,VISA,Single State,KY,11.9,V,Prime,25,0,,(859) 987-1795
2004-07-31,KLEIN BANK,VISA,Single State,TX,12.89,F,,25,0,,(800) 775-5346
2004-07-31,LAFAYETTE AMBASSADOR BANK,VISA,Single State,PA,12,V,Prime,25,0,,(800) 833-9295
2004-07-31,FIFTH THIRD BANK,PLATINUM MASTERCARD,Regional,R,8.24,V,Prime,25,0,,(800) 972-3030
2004-07-31,FIFTH THIRD BANK,PLATINUM MASTERCARD,Regional,R,8.24,V,Prime,25,0,,(800) 972-3030
2004-07-31,"BANKERS BANK, THE",PRIME ADVANTAGE - VISA,Regional,R,9.99,V,Prime,25,0,,(800) 854-7642
2004-07-31,NORDSTROM FSB,VISA,National,N,7.9,V,Prime,25,0,,(800) 964-1800
2004-07-31,OAK HILL BANKS,VISA,Single State,OH,17.4,F,,25,0,,(740) 288-9908
2004-07-31,WILMINGTON TRUST COMPANY,MASTERCARD,National,N,12.5,V,Six-month T-bill,25,18,,(302) 652-2378
2004-07-31,M&I BANK FSB,M & I BANK CLASSIC,Regional,R,12.15,V,Prime,25,15,,(800) 221-5920
2004-07-31,"BOONE COUNTY NATIONAL BANK OF COLUMBIA, THE",MASTER/VISA,Regional,R,17.4,F,,25,0,,(573) 634-1148
2004-07-31,"CENTRAL TRUST BANK, THE",MASTERCARD/VISA,Regional,R,17.4,F,,25,0,,(573) 634-1145
2004-07-31,BANKFIRST,ACTION CARD,National,N,22.92,V,Prime,25,107.4,,(800) 839-6641
2004-07-31,FIRST NATIONAL BANK OF ST. LOUIS,MASTERCARD/VISA,Regional,R,17.4,F,,25,0,,(573) 634-1148
2004-07-31,FIRST HAWAIIAN BANK,MASTERCARD  STANDARD,Single State,HI,16.5,F,,25,15,,(808) 847-4444
2004-07-31,"FIRST FINANCIAL BANK, NATIONAL ASSOCIATION",THE NAME OF THE PLAN IS CLASSIC MAST,Regional,R,9.5,V,Prime,25,0,,(800) 221-8890
2004-07-31,"FIRSTMERIT BANK, N.A.",THE NAME OF THE PLAN IS VISA CLASSIC,Regional,R,9.15,V,Prime,0,5,,(888) 554-4362
2004-07-31,FIRST COMMAND BANK,VISA CLASSIC,National,N,11.5,F,,30,0,,(888) 763-7600
2004-07-31,FIRST BANK & TRUST EAST TEXAS,VISA CLASSIC,Single State,TX,13.92,F,,25,0,,(888) 608-7787
2004-07-31,"FIRST AMERICAN BANK, SSB",VISA CLASSIC,Single State,TX,16.92,F,,25,0,,(866) 537-0500
2004-07-31,FARMERS BANK & CAPITAL TRUST COMPANY,VISA CLASSIC,National,N,16.9,F,,25,0,,(502) 227-1622
2004-07-31,EAST PENN BANK,VISA CLASSIC,National,N,10.65,V,Prime,25,0,,(610) 965-5959
2004-07-31,COLUMBUS BANK AND TRUST COMPANY,VISA CLASSIC,National,N,12.15,V,Prime,25,29,,(800) 543-8227
2004-07-31,BANGOR SAVINGS BANK,VISA CLASSIC,National,N,11.9,V,Prime,25,0,,(800) 432-1591
2004-07-31,ATLANTIC STEWARDSHIP BANK,VISA CLASSIC,Single State,NJ,8.99,F,,25,15,,(201) 444-7100
